bhk,price,total_sqft,location,price_per_sqft
2.0,32.0,850.0,"Hirawadi, Panchavati, Nashik, Maharashtra",376.47058823529414
1.0,30.0,550.0,"Raviwar Karanja, Old Nashik, Nashik, Maharashtra",545.4545454545455
2.0,25.0,725.0,Dhanlaxmi Apartment,344.82758620689657
2.0,55.0,1200.0,"Shankar Nagar, Veer Savarkar Nagar, Nashik, Maharashtra",458.3333333333333
1.0,30.0,550.0,Shalimar,545.4545454545455
1.0,25.0,615.0,"Ashok Nagar, Satpur, Nashik, Maharashtra",406.5040650406504
2.0,25.0,755.0,"Satpur Colony, Satpur, Nashik, Maharashtra",331.12582781456956
2.0,42.0,1039.0,Ganesh,404.2348411934552
3.0,135.0,2900.0,Tirthraj Apartment,465.51724137931035
1.0,20.0,575.0,Shree Ram Shilp,347.82608695652175
1.0,18.0,480.0,"Ashok Nagar, Satpur, Nashik, Maharashtra",375.0
3.0,135.0,2900.0,"Renuka Nagar, Nashik, Maharashtra",465.51724137931035
2.0,73.0,1162.0,"Jejurkar Wadi, Sharanpur, Nashik, Maharashtra",628.2271944922547
3.0,32.0,1050.0,"Gajanan Nagar, Pathardi Phata, Nashik, Maharashtra",304.76190476190476
2.0,32.0,960.0,Shanti Mangal Apartment 1,333.3333333333333
1.0,7.0,360.0,"Uttam Nagar, Cidco, Nashik, Maharashtra",194.44444444444446
1.0,17.5,510.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",343.1372549019608
1.0,22.0,685.0,Greenpece,321.1678832116788
2.0,35.0,750.0,Aashirwad,466.6666666666667
1.0,16.5,526.0,Vrindavan Garden,313.68821292775664
1.0,20.0,701.0,Shree Sai Darshan Apartment,285.30670470756064
2.0,60.0,980.0,"Gangapur, Nashik, Maharashtra",612.2448979591836
2.0,45.0,750.0,Jejurkarwadi,600.0
3.0,70.0,1445.0,"Rto Colony, Sarnath, Varanasi, Uttar Pradesh",484.42906574394465
1.0,18.0,615.0,"Panchavati, Nashik, Maharashtra",292.6829268292683
1.0,20.5,507.0,"Satpur Midc, Satpur, Nashik, Maharashtra",404.33925049309664
1.0,18.0,522.0,"Vijaynagar, Deola, Nashik, Maharashtra",344.82758620689657
1.0,14.51,514.0,"Panchavati, Nashik, Maharashtra",282.29571984435796
1.0,36.0,800.0,Aashirwad,450.0
1.0,35.0,600.0,"Raviwar Karanja, Old Nashik, Nashik, Maharashtra",583.3333333333334
1.0,15.0,591.0,"Swami Samarth Nagar, Mankar Mala, Nashik, Maharashtra",253.80710659898477
2.0,47.0,950.0,"Pramod Nagar, Gangapur Road, Nashik, Maharashtra",494.7368421052632
2.0,32.0,905.0,"Panchavati, Nashik, Maharashtra",353.5911602209945
2.0,38.5,960.0,"Vivekanand Nagar, Anandvalli, Nashik, Maharashtra",401.0416666666667
1.0,25.0,625.0,"Krishna Nagar, Cidco, Nashik, Maharashtra",400.0
1.0,18.0,700.0,Pooja Park,257.14285714285717
1.0,35.0,960.0,"Pokar Colony, Mhasrul, Nashik, Maharashtra",364.5833333333333
2.0,30.0,960.0,"Pokar Colony, Mhasrul, Nashik, Maharashtra",312.5
2.0,30.0,800.0,"Ekdant Chowk, Cidco, Nashik, Maharashtra, 422008",375.0
2.0,22.0,900.0,"Ashwin Nagar, Cidco, Nashik, Maharashtra",244.44444444444446
1.0,14.0,550.0,"Panchak, Nashik, Maharashtra",254.54545454545453
1.0,14.5,500.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",290.0
2.0,40.0,800.0,Rushikesh Plaza Apartment,500.0
2.0,67.0,1050.0,"Dsouza Colony, College Road, Nashik, Maharashtra",638.0952380952381
1.0,23.0,675.0,Amarjyot,340.74074074074076
1.0,27.0,840.0,"Bhagwant Nagar, Dr Homi Bhabha Nagar, Nashik, Maharashtra",321.42857142857144
3.0,47.0,1255.0,Sanghavi Nakshtra,374.50199203187253
1.0,17.0,550.0,"Peth Road, Panchavati, Nashik, Maharashtra, 422003",309.09090909090907
3.0,65.0,1200.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",541.6666666666666
2.0,44.0,1000.0,"Mahatma Nagar Road, Anandvalli, Nashik, Maharashtra, 422013",440.0
1.0,14.0,490.0,"Talathi Colony, Panchavati, Nashik, Maharashtra",285.7142857142857
3.0,55.0,1350.0,"Samta Nagar, Satpur, Nashik, Maharashtra",407.4074074074074
2.0,28.0,725.0,"Nashik, Maharashtra",386.2068965517241
1.0,17.0,630.0,"Ambad Village, Ambad, Nashik, Maharashtra",269.8412698412698
2.0,34.0,956.0,"Rane Nagar, Indira Nagar, Nashik, Maharashtra",355.64853556485355
2.0,24.0,860.0,Mahajan Nagar,279.06976744186045
2.0,30.0,925.0,"Nashik Road, Nashik, Maharashtra",324.3243243243243
2.0,25.0,827.0,"Abhiyanta Nagar Road, Cidco, Nashik, Maharashtra, 422008",302.2974607013301
1.0,20.0,670.0,"Shramik Nagar, Satpur, Nashik, Maharashtra",298.5074626865672
2.0,25.0,735.0,"Panchavati, Nashik, Maharashtra",340.13605442176873
1.0,22.0,837.0,"Panchavati, Nashik, Maharashtra",262.84348864994024
2.0,32.0,850.0,"Hirawadi, Panchavati, Nashik, Maharashtra",376.47058823529414
3.0,55.0,1500.0,"Rto Colony, Sarnath, Varanasi, Uttar Pradesh",366.6666666666667
2.0,50.0,1212.0,Aditya Apartment,412.54125412541254
2.0,32.0,960.0,"Trimbak, Trimbakeshwar, Nashik, Maharashtra",333.3333333333333
2.0,27.0,725.0,"Ramwadi-Kaushalya Nagar, Panchavati, Nashik, Maharashtra",372.41379310344826
1.0,9.5,350.0,"Ashwin Nagar, Cidco, Nashik, Maharashtra",271.42857142857144
2.0,43.0,950.0,"Panchavati, Nashik, Maharashtra",452.63157894736844
2.0,50.0,980.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",510.2040816326531
1.0,19.0,545.0,"Durga Nagar, Makhamalabad, Nashik, Maharashtra",348.6238532110092
1.0,25.0,500.0,"Adhav Nagar, Dasak, Nashik, Maharashtra",500.0
1.0,160.0,530.0,"Parijat Nagar, Nashik, Maharashtra",3018.867924528302
2.0,30.0,1183.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",253.59256128486896
2.0,35.0,870.0,"Govind Nagar, Nashik, Maharashtra",402.2988505747126
1.0,21.0,684.0,"Gore Ram Lane, Old Nashik, Nashik, Maharashtra, 422001",307.0175438596491
1.0,19.0,607.0,"Panchavati, Nashik, Maharashtra",313.01482701812193
2.0,40.0,1000.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",400.0
2.0,50.0,1100.0,"College Road, Nashik, Maharashtra",454.54545454545456
2.0,34.0,900.0,LOTUS Park,377.77777777777777
2.0,45.0,1060.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",424.52830188679246
2.0,50.0,930.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",537.6344086021505
2.0,23.0,725.0,"Hanuman Nagar, Dasak, Nashik, Maharashtra",317.2413793103448
1.0,22.0,750.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",293.3333333333333
2.0,25.0,750.0,"Gangapur, Nashik, Maharashtra",333.3333333333333
1.0,30.0,585.0,Vrindavan Garden,512.8205128205128
2.0,70.0,1350.0,"Manik Nagar, Gangapur Road, Nashik, Maharashtra",518.5185185185185
1.0,13.0,700.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",185.71428571428572
1.0,25.0,620.0,Vithal Park,403.2258064516129
3.0,65.0,1297.0,"Serene Meadows, Anandvalli, Nashik, Maharashtra",501.1565150346955
2.0,70.0,1004.0,"New Pandit Colony Road, Sharanpur, Nashik, Maharashtra, 422002",697.2111553784861
3.0,75.0,1650.0,"Canada Corner, Sharanpur, Nashik, Maharashtra",454.54545454545456
1.0,16.0,541.0,"Satpur, Nashik, Maharashtra",295.7486136783734
1.0,18.0,606.0,"Durga Nagar, Makhamalabad, Nashik, Maharashtra",297.029702970297
3.0,45.0,1295.0,Radhika Buildcon,347.4903474903475
2.0,46.8,1050.0,"Ram Krishna Nagar, Makhamalabad, Nashik, Maharashtra",445.7142857142857
1.0,18.0,630.0,Saptshrungi Apartment,285.7142857142857
2.0,50.0,1900.0,"Panchavati, Nashik, Maharashtra",263.1578947368421
2.0,38.0,1080.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",351.85185185185185
2.0,30.0,1200.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",250.0
2.0,42.0,1160.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",362.0689655172414
2.0,40.0,900.0,Kishor Nagar,444.44444444444446
1.0,23.0,890.0,Mahajan Nagar,258.4269662921348
2.0,38.0,872.0,Mahajan Nagar,435.7798165137615
1.0,25.0,660.0,"Panchavati, Nashik, Maharashtra",378.7878787878788
1.0,23.0,890.0,"Uttam Nagar, Cidco, Nashik, Maharashtra",258.4269662921348
2.0,36.5,900.0,"Ganesh Baba Nagar, Wadala, Nashik, Maharashtra",405.55555555555554
2.0,30.0,1000.0,"Panchavati, Nashik, Maharashtra",300.0
2.0,32.0,850.0,"Raviwar Karanja, Old Nashik, Nashik, Maharashtra",376.47058823529414
2.0,32.0,850.0,"Raviwar Karanja, Old Nashik, Nashik, Maharashtra",376.47058823529414
1.0,20.0,635.0,"Nashik, Maharashtra",314.96062992125985
3.0,45.0,1200.0,"Vasantdada Nagar, Adgaon, Nashik, Maharashtra",375.0
3.0,40.0,1190.0,Shree Gajanan,336.1344537815126
1.0,18.0,570.0,Ganga Sagar,315.7894736842105
1.0,16.0,750.0,"Konark Nagar, Adgaon, Nashik, Maharashtra",213.33333333333334
3.0,45.0,1150.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",391.30434782608694
2.0,31.0,1100.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",281.8181818181818
1.0,16.0,750.0,"Konark Nagar, Adgaon, Nashik, Maharashtra",213.33333333333334
3.0,65.0,1450.0,"Raviwar Karanja, Old Nashik, Nashik, Maharashtra",448.2758620689655
1.0,23.5,650.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",361.53846153846155
2.0,35.0,850.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",411.7647058823529
1.0,21.0,613.0,"Mhasrul Gaon, Mhasrul, Nashik, Maharashtra",342.5774877650897
2.0,32.0,890.0,"Ashok Nagar, Satpur, Nashik, Maharashtra",359.55056179775283
1.0,25.0,620.0,"Raviwar Karanja, Old Nashik, Nashik, Maharashtra",403.2258064516129
2.0,30.0,900.0,"Prashant Nagar, Pathardi Phata, Nashik, Maharashtra",333.3333333333333
1.0,45.0,1050.0,"Ashwin Nagar, Cidco, Nashik, Maharashtra",428.57142857142856
3.0,95.0,2400.0,"Renuka Nagar, Nashik, Maharashtra",395.8333333333333
2.0,45.0,901.0,"Panchavati, Nashik, Maharashtra",499.44506104328525
1.0,19.0,660.0,Lavkush Apartment,287.8787878787879
2.0,45.0,975.0,"Jejurkar Wadi, Sharanpur, Nashik, Maharashtra",461.53846153846155
2.0,35.0,900.0,Kishor Nagar,388.8888888888889
2.0,58.0,1000.0,"Vivekanand Nagar, Anandvalli, Nashik, Maharashtra",580.0
2.0,38.0,850.0,"Rane Nagar, Indira Nagar, Nashik, Maharashtra",447.05882352941177
1.0,21.0,600.0,"Panchavati, Nashik, Maharashtra",350.0
1.0,20.0,602.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",332.22591362126246
2.0,26.0,1000.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",260.0
2.0,31.0,900.0,"Panchavati, Nashik, Maharashtra",344.44444444444446
1.0,8.0,350.0,Vasant Apartment,228.57142857142858
2.0,40.0,835.0,Nayantara Society A,479.0419161676647
1.0,13.0,625.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",208.0
1.0,10.0,400.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",250.0
1.0,23.0,735.0,"Hanuman Nagar, Dasak, Nashik, Maharashtra",312.9251700680272
3.0,40.0,1190.0,"Nashik Road, Nashik, Maharashtra",336.1344537815126
2.0,48.0,1160.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",413.7931034482759
4.0,120.0,2200.0,"Canada Corner, Sharanpur, Nashik, Maharashtra",545.4545454545455
1.0,18.0,650.0,Park,276.9230769230769
2.0,42.0,1180.0,Atharv,355.93220338983053
1.0,13.0,750.0,"Deolali Gaon, Devlali, Nashik, Maharashtra",173.33333333333334
3.0,75.0,1800.0,"Dwarka, Nashik, Maharashtra",416.6666666666667
1.0,18.0,600.0,"Ojhar, Niphd, Nashik, Maharashtr",300.0
1.0,17.0,420.0,"Vijaynagar, Deola, Nashik, Maharashtra",404.76190476190476
1.0,30.0,900.0,"Panchavati, Nashik, Maharashtra",333.3333333333333
2.0,46.0,1050.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",438.0952380952381
2.0,24.0,750.0,"Ganesh Baba Nagar, Wadala, Nashik, Maharashtra",320.0
1.0,25.0,718.0,"Rajiv Nagar, Indira Nagar, Nashik, Maharashtra",348.18941504178275
2.0,30.0,920.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",326.0869565217391
4.0,110.0,1850.0,"College Road, Nashik, Maharashtra",594.5945945945946
2.0,62.0,1000.0,"New Pandit Colony Road, Sharanpur, Nashik, Maharashtra, 422002",620.0
1.0,28.0,770.0,"Govind Nagar, Nashik, Maharashtra",363.6363636363636
1.0,25.0,725.0,"Sadguru Nagar, Satpur, Nashik, Maharashtra",344.82758620689657
2.0,30.0,958.0,"Nashik, Maharashtra",313.1524008350731
2.0,35.0,850.0,Shree Ganesh Residency,411.7647058823529
1.0,31.0,753.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",411.6865869853918
1.0,13.0,550.0,"Satpur, Nashik, Maharashtra",236.36363636363637
1.0,17.0,580.0,"Panchavati, Nashik, Maharashtra",293.1034482758621
2.0,27.0,750.0,"Satpur, Nashik, Maharashtra",360.0
1.0,24.0,750.0,Shivneri Complex,320.0
2.0,28.0,812.0,"Nashik, Maharashtra",344.82758620689657
3.0,48.0,1200.0,Kishor Nagar,400.0
2.0,50.0,1200.0,Gayakhe Colony,416.6666666666667
2.0,23.0,856.0,"Nashik Road, Nashik, Maharashtra",268.69158878504675
2.0,48.0,900.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",533.3333333333334
1.0,20.0,600.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",333.3333333333333
1.0,70.0,626.0,"Satpur, Nashik, Maharashtra",1118.2108626198083
1.0,24.5,700.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",350.0
3.0,85.0,1200.0,"Gangapur, Nashik, Maharashtra",708.3333333333334
1.0,19.0,615.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",308.9430894308943
3.0,60.35,1480.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",407.77027027027026
2.0,23.0,816.0,"Nashik Road, Nashik, Maharashtra",281.8627450980392
1.0,16.0,640.0,"Nashik Road, Nashik, Maharashtra",250.0
2.0,20.0,856.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",233.6448598130841
3.0,72.0,1642.0,"Dwarka, Nashik, Maharashtra",438.489646772229
2.0,58.2,970.0,Chopada Empire,600.0
1.0,16.0,585.0,Samarth Apartment,273.5042735042735
1.0,15.0,534.0,"Gurudatta Nagar, Dasak, Nashik, Maharashtra",280.8988764044944
1.0,15.0,535.0,"Nashik Road, Nashik, Maharashtra",280.3738317757009
2.0,40.0,800.0,"Vivekanand Nagar, Anandvalli, Nashik, Maharashtra",500.0
2.0,36.0,889.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",404.9493813273341
2.0,33.0,962.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",343.03534303534303
1.0,26.5,800.0,"Rajpal Colony, Panchavati, Nashik, Maharashtra",331.25
1.0,25.0,550.0,"Vasantdada Nagar, Adgaon, Nashik, Maharashtra",454.54545454545456
1.0,22.75,815.0,"State Bank Colony, Indira Nagar, Nashik, Maharashtra",279.1411042944785
1.0,23.0,573.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",401.3961605584642
2.0,27.0,725.0,"Ramwadi-Kaushalya Nagar, Panchavati, Nashik, Maharashtra",372.41379310344826
1.0,21.0,667.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",314.84257871064466
3.0,62.0,1250.0,"Nashik Road, Nashik, Maharashtra",496.0
3.0,30.0,1000.0,"Nashik Road, Nashik, Maharashtra",300.0
3.0,30.0,1000.0,"Nashik Road, Nashik, Maharashtra",300.0
2.0,20.0,660.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",303.030303030303
2.0,37.0,1450.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",255.17241379310346
2.0,23.0,725.0,"Samarth Nagar, Makhamalabad, Nashik, Maharashtra",317.2413793103448
2.0,50.0,1435.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",348.4320557491289
2.0,51.0,1057.0,Gayakhe Colony,482.4976348155156
3.0,50.0,1190.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",420.16806722689074
2.0,35.0,1040.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",336.53846153846155
2.0,35.0,900.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",388.8888888888889
2.0,36.0,1000.0,Hari Sanskruti Phase LL,360.0
1.0,17.0,478.0,Urvashi Apartment,355.64853556485355
1.0,20.0,750.0,"Nashik Road, Nashik, Maharashtra",266.6666666666667
1.0,21.0,700.0,"Gurudatta Nagar, Dasak, Nashik, Maharashtra",300.0
2.0,40.0,985.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",406.0913705583756
2.0,55.0,614.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",895.7654723127035
3.0,50.0,1050.0,"Ramwadi-Kaushalya Nagar, Panchavati, Nashik, Maharashtra",476.1904761904762
3.0,75.0,1571.0,Navshya Elite,477.4029280712922
3.0,62.0,1545.0,"Indira Nagar, Nashik, Maharashtra",401.294498381877
1.0,17.0,526.0,Vrindavan Garden,323.1939163498099
2.0,38.0,840.0,Om Sai Apartment,452.3809523809524
3.0,50.0,1350.0,Kishor Nagar,370.3703703703704
1.0,25.0,600.0,"Vijaynagar, Deola, Nashik, Maharashtra",416.6666666666667
2.0,58.2,970.0,"Anand Vihar Colony, Veer Savarkar Nagar, Nashik, Maharashtra",600.0
3.0,60.0,1350.0,"Kathe Mala Colony, Dwarka, Nashik, Maharashtra",444.44444444444446
1.0,30.0,685.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",437.95620437956205
2.0,30.0,865.0,"Buddha Vihar, Pathardi Phata, Nashik, Maharashtra",346.8208092485549
1.0,25.0,630.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",396.8253968253968
1.0,20.0,607.0,"Nashik, Maharashtra",329.48929159802304
2.0,40.0,970.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",412.37113402061857
1.0,22.0,622.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",353.6977491961415
1.0,28.0,650.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",430.7692307692308
1.0,25.0,600.0,Mahashakti,416.6666666666667
2.0,30.0,950.0,"Sinnar, Nashik, Maharashtra",315.7894736842105
2.0,38.0,950.0,"Vasantdada Nagar, Adgaon, Nashik, Maharashtra",400.0
2.0,50.0,930.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",537.6344086021505
2.0,36.0,930.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",387.0967741935484
3.0,80.0,1825.0,"Gangapur, Nashik, Maharashtra",438.35616438356163
3.0,45.0,1275.0,"Vasantdada Nagar, Adgaon, Nashik, Maharashtra",352.94117647058823
2.0,40.0,1350.0,Sanskruti Apartment,296.2962962962963
3.0,60.0,1500.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",400.0
3.0,61.0,1438.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",424.2002781641168
3.0,60.0,1689.0,"Nashik Road, Nashik, Maharashtra",355.23978685612786
1.0,20.0,650.0,"Rajiv Nagar-Vaibhav Colony, Indira Nagar, Nashik, Maharashtra",307.6923076923077
2.0,59.0,1200.0,"Shankar Nagar, Veer Savarkar Nagar, Nashik, Maharashtra",491.6666666666667
2.0,27.0,750.0,"Saptashrungi Nagar, Nashik, Maharashtra",360.0
1.0,30.0,650.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",461.53846153846155
1.0,30.0,650.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",461.53846153846155
2.0,55.0,1400.0,Shiv Palace Apartment,392.85714285714283
1.0,16.0,640.0,Konark Vihar,250.0
2.0,30.0,780.0,"Shree Ram Nagar, Indira Nagar, Nashik, Maharashtra",384.61538461538464
2.0,65.0,2100.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",309.5238095238095
2.0,23.0,880.0,"Nashik Road, Nashik, Maharashtra",261.3636363636364
3.0,60.0,1405.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",427.0462633451957
2.0,50.0,980.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",510.2040816326531
3.0,70.0,2100.0,"Jalapur, Chandsi, Nashik, Maharashtra",333.3333333333333
3.0,55.0,1253.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",438.9465283320032
1.0,18.5,600.0,Sagar,308.3333333333333
2.0,40.0,1140.0,"Wadala, Nashik, Maharashtra",350.87719298245617
2.0,43.0,853.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",504.1031652989449
2.0,33.0,853.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",386.8698710433763
2.0,35.0,850.0,"Sarda Circle, Renuka Nagar, Nashik, Maharashtra, 422001",411.7647058823529
1.0,25.0,550.0,"Deepali Nagar, Indira Nagar, Nashik, Maharashtra",454.54545454545456
3.0,50.0,1140.0,"Hanuman Nagar, Dasak, Nashik, Maharashtra",438.5964912280702
1.0,36.0,700.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",514.2857142857143
1.0,27.0,567.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",476.1904761904762
1.0,18.0,455.0,"Prabhat Nagar, Mhasrul, Nashik, Maharashtra",395.6043956043956
1.0,27.0,567.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",476.1904761904762
4.0,134.0,2671.0,"Gulmohar Colony, Dhruv Nagar, Nashik, Maharashtra",501.6847622613253
1.0,27.0,567.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",476.1904761904762
2.0,46.0,580.0,"Shivaji Nagar, Satpur, Nashik, Maharashtra",793.1034482758621
1.0,24.0,560.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",428.57142857142856
1.0,21.0,635.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",330.70866141732284
3.0,48.0,1200.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",400.0
1.0,20.0,450.0,"Ashok Nagar, Satpur, Nashik, Maharashtra",444.44444444444446
2.0,37.0,1200.0,"Buddha Vihar, Pathardi Phata, Nashik, Maharashtra",308.3333333333333
1.0,16.0,419.0,"Pimpalgaon Bahula, Nashik, Maharashtra",381.8615751789976
2.0,32.0,944.0,"Janak Nagari Road, Cidco, Nashik, Maharashtra, 422008",338.9830508474576
1.0,20.0,500.0,"Ambad Village, Ambad, Nashik, Maharashtra",400.0
2.0,30.0,880.0,"Prashant Nagar, Pathardi Phata, Nashik, Maharashtra",340.90909090909093
1.0,17.0,625.0,Shivsakshi Apartment,272.0
3.0,100.0,1000.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",1000.0
3.0,65.0,1847.0,"Sinnar, Nashik, Maharashtra",351.92203573362207
2.0,40.0,920.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",434.7826086956522
2.0,33.0,1250.0,"Renuka Nagar, Nashik, Maharashtra",264.0
3.0,60.35,1480.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",407.77027027027026
3.0,60.35,1480.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",407.77027027027026
2.0,45.5,1087.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",418.5832566697332
1.0,25.0,600.0,"Vijaynagar, Deola, Nashik, Maharashtra",416.6666666666667
4.0,85.0,1750.0,"Govind Nagar, Nashik, Maharashtra",485.7142857142857
3.0,78.0,1500.0,"Canada Corner, Sharanpur, Nashik, Maharashtra",520.0
2.0,40.0,1068.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",374.53183520599254
2.0,25.0,850.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",294.11764705882354
1.0,19.0,590.0,Prabhaanand Sankul,322.03389830508473
1.0,18.0,645.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",279.06976744186045
2.0,48.0,1140.0,Hari Shrushti,421.05263157894734
3.0,58.0,1305.0,Sadashiv Park,444.44444444444446
1.0,20.0,573.0,"Panchavati, Nashik, Maharashtra",349.04013961605585
2.0,43.0,955.0,"Shankar Nagar, Veer Savarkar Nagar, Nashik, Maharashtra",450.26178010471205
1.0,12.5,550.0,"Satpur, Nashik, Maharashtra",227.27272727272728
2.0,48.0,1004.0,"Ganesh Baba Nagar, Wadala, Nashik, Maharashtra",478.0876494023904
2.0,37.0,950.0,"Rajiv Nagar, Indira Nagar, Nashik, Maharashtra",389.4736842105263
2.0,40.0,870.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",459.7701149425287
