bhk,price,total_sqft,location,price_per_sqft
2.0,31.6,855.0,"Nashik, Maharashtra",369.5906432748538
3.0,53.0,1200.0,"Bridge Nagar Road, Mankar Mala, Nashik, Maharashtra, 422214",441.6666666666667
1.0,18.0,542.0,"Nashik, Maharashtra",332.1033210332103
1.0,40.0,355.0,"Gole Colony, Gangapur Road, Nashik, Maharashtra",1126.7605633802816
2.0,37.0,957.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",386.6248693834901
2.0,26.0,850.0,"Konark Nagar, Adgaon, Nashik, Maharashtra",305.88235294117646
2.0,26.0,850.0,"Konark Nagar, Adgaon, Nashik, Maharashtra",305.88235294117646
2.0,30.0,881.0,"Panchavati, Nashik, Maharashtra",340.522133938706
2.0,30.0,823.0,"Nashik, Maharashtra",364.52004860267317
2.0,30.0,1050.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",285.7142857142857
2.0,59.0,1100.0,"Rane Nagar, Indira Nagar, Nashik, Maharashtra",536.3636363636364
2.0,26.0,825.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",315.1515151515151
2.0,41.0,910.0,"Kokanipura, Old Nashik, Nashik, Maharashtra",450.54945054945057
2.0,33.0,853.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",386.8698710433763
3.0,50.0,1140.0,"Hanuman Nagar, Dasak, Nashik, Maharashtra",438.5964912280702
4.0,31.0,2000.0,"Laxmi Residency, Raiya Road, Rajkot, Gujarat",155.0
2.0,23.5,700.0,"Shramik Nagar, Satpur, Nashik, Maharashtra",335.7142857142857
2.0,28.0,775.0,"Eklahare, Nashik, Maharashtra",361.2903225806452
1.0,28.0,750.0,"Prabhat Colony, Cidco, Nashik, Maharashtra",373.3333333333333
2.0,30.0,533.0,"Pimpalgaon Bahula, Nashik, Maharashtra",562.8517823639775
2.0,32.0,925.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",345.94594594594594
2.0,40.0,1086.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",368.3241252302026
2.0,38.0,950.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",400.0
1.0,23.5,630.0,"Rane Nagar, Indira Nagar, Nashik, Maharashtra",373.015873015873
2.0,30.0,630.0,"Vasantdada Nagar, Adgaon, Nashik, Maharashtra",476.1904761904762
1.0,50.5,680.0,"Govind Nagar, Nashik, Maharashtra",742.6470588235294
2.0,23.0,850.0,"Adgaon, Nashik, Maharashtra",270.5882352941176
1.0,24.0,685.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",350.3649635036496
2.0,26.0,880.0,"Ram Krishna Nagar, Makhamalabad, Nashik, Maharashtra",295.45454545454544
2.0,37.0,1000.0,"Buddha Vihar, Pathardi Phata, Nashik, Maharashtra",370.0
3.0,95.0,1575.0,"Nashik Road, Nashik, Maharashtra",603.1746031746031
2.0,70.0,980.0,"Indira Nagar, Nashik, Maharashtra",714.2857142857143
1.0,22.0,738.0,"Satpur, Nashik, Maharashtra",298.1029810298103
2.0,42.0,957.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",438.87147335423197
2.0,55.0,1051.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",523.3111322549952
1.0,18.0,650.0,Omsai Apartment,276.9230769230769
2.0,35.0,980.0,"Ekdant Chowk, Cidco, Nashik, Maharashtra, 422008",357.14285714285717
2.0,40.0,875.0,"Khutwad Nagar, Cidco, Nashik, Maharashtra",457.14285714285717
1.0,13.0,607.0,"Satpur Midc, Satpur, Nashik, Maharashtra",214.168039538715
2.0,36.0,875.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",411.42857142857144
2.0,42.0,975.0,"Parijat Nagar, Nashik, Maharashtra",430.7692307692308
1.0,28.0,870.0,"Gangapur, Nashik, Maharashtra",321.8390804597701
2.0,32.0,934.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",342.6124197002141
2.0,24.0,630.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",380.95238095238096
2.0,38.0,855.0,Shrichintan,444.44444444444446
3.0,35.0,1200.0,"Wadala, Nashik, Maharashtra",291.6666666666667
3.0,75.0,1800.0,Karmaa Galaxy,416.6666666666667
1.0,19.0,630.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",301.58730158730157
2.0,31.0,801.0,"Serene Meadows, Anandvalli, Nashik, Maharashtra",387.01622971285894
2.0,20.0,629.0,"Wasan Nagar, Pathardi Phata, Nashik, Maharashtra",317.9650238473768
2.0,34.0,850.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",400.0
2.0,50.0,900.0,"Indira Nagar, Nashik, Maharashtra",555.5555555555555
2.0,27.0,887.0,"Prabhat Nagar, Mhasrul, Nashik, Maharashtra",304.3968432919955
1.0,24.0,630.0,Shreeji,380.95238095238096
2.0,36.0,855.0,"Panchavati, Nashik, Maharashtra",421.05263157894734
1.0,20.0,600.0,"Tarwala Nagar Road, Panchavati, Nashik, Maharashtra, 422004",333.3333333333333
1.0,14.0,510.0,"Gajanan Nagar, Pathardi Phata, Nashik, Maharashtra",274.5098039215686
2.0,22.0,1000.0,"Mahalaxmi Nagar, Adgaon, Nashik, Maharashtra",220.0
2.0,21.0,850.0,Rajeshwari Apartment,247.05882352941177
4.0,275.0,3600.0,Signature,763.8888888888889
2.0,65.0,985.0,Samraat Tropicano,659.8984771573604
2.0,27.0,856.0,"Nashik Road, Nashik, Maharashtra",315.42056074766356
2.0,31.0,920.0,"Hirawadi, Panchavati, Nashik, Maharashtra",336.95652173913044
2.0,36.0,1030.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",349.5145631067961
2.0,31.0,801.0,"Serene Meadows, Anandvalli, Nashik, Maharashtra",387.01622971285894
2.0,30.0,930.0,"Nashik Road, Nashik, Maharashtra",322.5806451612903
2.0,67.0,1270.0,"Govind Nagar, Nashik, Maharashtra",527.5590551181102
2.0,30.0,1200.0,"Nashik Road, Nashik, Maharashtra",250.0
1.0,16.0,642.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",249.22118380062307
1.0,20.0,660.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",303.030303030303
2.0,23.0,745.0,"Satpur, Nashik, Maharashtra",308.7248322147651
2.0,29.0,875.0,"Chandshi, Nashik Sub-District, Nashik, Maharashtra",331.42857142857144
2.0,38.0,850.0,"Indira Nagar, Nashik, Maharashtra",447.05882352941177
2.0,31.3,930.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",336.55913978494624
3.0,37.0,1120.0,"Prashant Nagar, Pathardi Phata, Nashik, Maharashtra",330.35714285714283
2.0,22.0,811.0,"Nashik Road, Nashik, Maharashtra",271.27003699136867
2.0,32.0,855.0,"Wasan Nagar, Pathardi Phata, Nashik, Maharashtra",374.2690058479532
3.0,25.0,850.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",294.11764705882354
1.0,20.0,625.0,"Swami Samarth Nagar, Mankar Mala, Nashik, Maharashtra",320.0
1.0,20.0,600.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",333.3333333333333
2.0,39.0,900.0,Gayakhe Colony,433.3333333333333
1.0,20.0,600.0,Shree Siddhi Vinayak Apartment,333.3333333333333
2.0,48.0,1028.0,"Govind Nagar, Nashik, Maharashtra",466.9260700389105
3.0,45.0,1326.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",339.3665158371041
2.0,21.5,850.0,"Adhav Nagar, Dasak, Nashik, Maharashtra",252.94117647058823
1.0,20.0,625.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",320.0
3.0,100.0,2500.0,"Wadala, Nashik, Maharashtra",400.0
2.0,37.0,856.0,"Jayhind Colony Road, Cidco, Nashik, Maharashtra, 422010",432.2429906542056
1.0,22.5,650.0,"Sainath Nagar, Wadala, Nashik, Maharashtra",346.15384615384613
2.0,45.5,985.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",461.92893401015226
2.0,37.0,850.0,"Samangaon, Nashik, Maharashtra",435.29411764705884
2.0,38.0,870.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",436.7816091954023
2.0,35.0,865.0,Viraj Reality,404.6242774566474
1.0,22.0,900.0,"Goraksha Nagar, Mhasrul, Nashik, Maharashtra",244.44444444444446
2.0,31.0,1100.0,"Wasan Nagar, Pathardi Phata, Nashik, Maharashtra",281.8181818181818
1.0,23.0,700.0,"Sainath Nagar, Wadala, Nashik, Maharashtra",328.57142857142856
2.0,27.0,900.0,"Konark Nagar, Adgaon, Nashik, Maharashtra",300.0
3.0,50.0,1150.0,"Panchavati, Nashik, Maharashtra",434.7826086956522
2.0,42.0,1000.0,"Wasan Nagar, Pathardi Phata, Nashik, Maharashtra",420.0
2.0,30.0,850.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",352.94117647058823
2.0,33.5,1100.0,"Prashant Nagar, Pathardi Phata, Nashik, Maharashtra",304.54545454545456
2.0,28.0,742.0,"Nashik Road, Nashik, Maharashtra",377.35849056603774
3.0,50.85,1165.0,"Adhav Nagar, Dasak, Nashik, Maharashtra",436.48068669527896
2.0,30.0,700.0,"Adhav Nagar, Dasak, Nashik, Maharashtra",428.57142857142856
2.0,36.0,1000.0,"Uttam Nagar, Cidco, Nashik, Maharashtra",360.0
2.0,18.0,804.0,"Ojhar, Niphd, Nashik, Maharashtr",223.88059701492537
2.0,35.0,1068.0,Madhura Apartment,327.71535580524346
1.0,14.0,700.0,"Talathi Colony, Panchavati, Nashik, Maharashtra",200.0
2.0,43.0,977.0,"Indira Nagar, Nashik, Maharashtra",440.12282497441146
2.0,26.0,966.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",269.1511387163561
1.0,26.9,700.0,"Swami Samarth Nagar, Mankar Mala, Nashik, Maharashtra",384.2857142857143
1.0,16.0,584.0,"Ambad, Nashik, Maharashtra",273.972602739726
1.0,21.0,620.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",338.7096774193548
2.0,42.0,930.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",451.61290322580646
2.0,23.0,751.0,"Midc Ambad Nashik, Ambad, Nashik, Maharashtra",306.2583222370173
2.0,18.95,616.0,"Midc Ambad Nashik, Ambad, Nashik, Maharashtra",307.62987012987014
1.0,21.0,600.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",350.0
1.0,15.0,584.0,"Ambad Village, Ambad, Nashik, Maharashtra",256.8493150684931
3.0,49.99,1320.0,"Pokar Colony, Mhasrul, Nashik, Maharashtra",378.7121212121212
3.0,50.0,1320.0,"Pokar Colony, Mhasrul, Nashik, Maharashtra",378.7878787878788
2.0,18.5,700.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",264.2857142857143
2.0,30.5,750.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",406.6666666666667
1.0,17.0,650.0,"Abhiyanta Nagar Road, Cidco, Nashik, Maharashtra, 422008",261.53846153846155
1.0,18.0,510.0,Manas Apartment,352.94117647058823
1.0,40.0,1100.0,"Raviwar Karanja, Old Nashik, Nashik, Maharashtra",363.6363636363636
1.0,25.0,630.0,"Indira Nagar, Nashik, Maharashtra",396.8253968253968
2.0,25.51,710.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",359.29577464788736
1.0,21.0,810.0,"Purnvad Nagar, Gangapur Road, Nashik, Maharashtra",259.25925925925924
2.0,40.0,1100.0,"Rto Colony, Sarnath, Varanasi, Uttar Pradesh",363.6363636363636
1.0,17.0,575.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",295.6521739130435
1.0,18.0,575.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",313.04347826086956
1.0,18.0,650.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",276.9230769230769
1.0,20.0,730.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",273.972602739726
2.0,27.0,900.0,Akshar Residency,300.0
1.0,18.0,625.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",288.0
1.0,11.0,358.0,"Bhujbal Knowledge City, Adgaon, Nashik, Maharashtra",307.2625698324022
3.0,55.0,1461.0,"Cidco, Nashik, Maharashtra",376.4544832306639
2.0,23.5,784.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",299.7448979591837
2.0,23.5,784.0,"Panchak, Nashik, Maharashtra",299.7448979591837
2.0,30.0,1050.0,"Bhujbal Knowledge City, Adgaon, Nashik, Maharashtra",285.7142857142857
2.0,27.0,700.0,"Gajanan Nagar, Pathardi Phata, Nashik, Maharashtra",385.7142857142857
2.0,32.5,925.0,"Amrutdham, Panchavati, Nashik, Maharashtra",351.35135135135135
2.0,30.0,950.0,Akshar Residency,315.7894736842105
1.0,16.0,630.0,"Pinto Colony, Dasak, Nashik, Maharashtra",253.96825396825398
1.0,15.0,560.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",267.85714285714283
3.0,65.0,1168.0,Sunshine,556.5068493150685
2.0,55.0,1065.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",516.4319248826291
2.0,18.0,752.0,"Sinnar, Nashik, Maharashtra",239.36170212765958
3.0,40.0,1002.0,"Nashik Road, Nashik, Maharashtra",399.2015968063872
2.0,35.0,700.0,"Prabhat Colony, Cidco, Nashik, Maharashtra",500.0
2.0,27.0,960.0,"Eklahare, Nashik, Maharashtra",281.25
1.0,15.0,650.0,"Vijaynagar, Deola, Nashik, Maharashtra",230.76923076923077
1.0,14.0,460.0,Siddheshwar Apartment,304.3478260869565
1.0,16.0,505.0,"Samta Nagar, Satpur, Nashik, Maharashtra",316.83168316831683
3.0,47.0,1000.0,Sahil Heights,470.0
2.0,42.0,1100.0,"Nashik, Maharashtra",381.8181818181818
3.0,74.0,1160.0,Sunshine,637.9310344827586
2.0,18.11,589.0,"Viraj Park, Indira Nagar, Nashik, Maharashtra",307.47028862478777
2.0,32.0,1107.0,"Sainath Nagar, Wadala, Nashik, Maharashtra",289.0695573622403
1.0,18.5,675.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",274.0740740740741
2.0,50.51,1232.0,"Kamod Nagar, Indira Nagar, Nashik, Maharashtra",409.98376623376623
2.0,42.0,960.0,Vighnaharta,437.5
3.0,53.0,1200.0,"Parijat Nagar, Nashik, Maharashtra",441.6666666666667
2.0,32.5,925.0,Shreeji Park,351.35135135135135
2.0,27.0,765.0,"Prabhat Nagar, Mhasrul, Nashik, Maharashtra",352.94117647058823
1.0,23.0,693.0,"Khutwad Nagar, Cidco, Nashik, Maharashtra",331.8903318903319
3.0,52.0,1275.0,"Wasan Nagar, Pathardi Phata, Nashik, Maharashtra",407.84313725490193
2.0,27.0,800.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",337.5
3.0,37.0,2200.0,"Satpur Midc, Satpur, Nashik, Maharashtra",168.1818181818182
2.0,36.0,650.0,"College Road, Nashik, Maharashtra",553.8461538461538
1.0,18.0,700.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",257.14285714285717
2.0,25.0,875.0,"Near, Palampur Sub-District, Kangra, Himachal Pradesh",285.7142857142857
2.0,28.0,800.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",350.0
3.0,80.0,1880.0,"Govind Nagar, Nashik, Maharashtra",425.531914893617
2.0,36.0,940.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",382.97872340425533
3.0,69.0,1349.0,Samraat Tropicano,511.48999258710154
3.0,46.0,1100.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",418.1818181818182
3.0,76.0,1500.0,"Govind Nagar, Nashik, Maharashtra",506.6666666666667
2.0,34.0,813.0,"Dwarka, Nashik, Maharashtra",418.20418204182045
2.0,19.99,728.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",274.58791208791206
2.0,52.0,1190.0,"Veer Savarkar Nagar, Nashik, Maharashtra",436.97478991596637
2.0,42.0,950.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",442.10526315789474
1.0,15.0,775.0,"Wasan Nagar, Pathardi Phata, Nashik, Maharashtra",193.5483870967742
2.0,45.0,960.0,"Hanuman Nagar, Dasak, Nashik, Maharashtra",468.75
2.0,38.0,1106.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",343.58047016274867
3.0,80.0,1319.0,Ashok Astoria,606.5200909780136
2.0,55.0,1030.0,"Raviwar Karanja, Old Nashik, Nashik, Maharashtra",533.9805825242719
2.0,28.0,850.0,Gajanan Darshan CHS,329.4117647058824
2.0,46.0,1010.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",455.44554455445547
4.0,37.0,1091.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",339.1384051329056
3.0,95.0,1500.0,"Gangapur, Nashik, Maharashtra",633.3333333333334
2.0,35.1,900.0,"Govind Nagar, Nashik, Maharashtra",390.0
3.0,34.0,1190.0,"Chandshi, Nashik Sub-District, Nashik, Maharashtra",285.7142857142857
1.0,13.0,498.0,Konark Vihar,261.04417670682733
1.0,13.0,498.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",261.04417670682733
2.0,42.0,1000.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",420.0
2.0,35.0,882.0,"Prashant Nagar, Pathardi Phata, Nashik, Maharashtra",396.8253968253968
2.0,36.0,900.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",400.0
2.0,32.0,820.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",390.2439024390244
2.0,40.0,750.0,"Dsouza Colony, College Road, Nashik, Maharashtra",533.3333333333334
1.0,18.56,825.0,"Date Nagar, Veer Savarkar Nagar, Nashik, Maharashtra",224.96969696969697
1.0,16.5,635.0,"Swami Samarth Nagar, Mankar Mala, Nashik, Maharashtra",259.84251968503935
2.0,40.0,1167.0,"Nashik, Maharashtra",342.7592116538132
2.0,23.0,850.0,"Dindori Road, Panchavati, Nashik, Maharashtra, 422004",270.5882352941176
3.0,75.0,1744.0,"Govind Nagar, Nashik, Maharashtra",430.04587155963304
3.0,75.0,1800.0,"Kathe Mala Colony, Dwarka, Nashik, Maharashtra",416.6666666666667
1.0,18.0,510.0,"Pethe Nagar, Indira Nagar, Nashik, Maharashtra",352.94117647058823
2.0,35.55,950.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",374.2105263157895
2.0,31.0,780.0,Radha Residency,397.43589743589746
3.0,49.0,1180.0,"Hanuman Nagar, Dasak, Nashik, Maharashtra",415.2542372881356
1.0,12.0,650.0,"Sinnar, Nashik, Maharashtra",184.6153846153846
2.0,25.0,900.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",277.77777777777777
2.0,22.91,884.0,Vyankatesh Apartment,259.1628959276018
2.0,28.0,1130.0,Minakshi Apartment,247.78761061946904
1.0,22.0,600.0,"Khutwad Nagar, Cidco, Nashik, Maharashtra",366.6666666666667
1.0,29.0,635.0,"Rajiv Nagar, Indira Nagar, Nashik, Maharashtra",456.6929133858268
2.0,29.65,850.0,"Dwarka, Nashik, Maharashtra",348.8235294117647
2.0,42.0,1150.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",365.2173913043478
3.0,55.0,1250.0,Ajinkya Residency,440.0
1.0,20.0,600.0,"Tarwala Nagar Road, Panchavati, Nashik, Maharashtra, 422004",333.3333333333333
3.0,75.0,1400.0,"Sharanpur, Nashik, Maharashtra",535.7142857142857
2.0,43.0,985.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",436.5482233502538
2.0,49.0,1050.0,"Govind Nagar, Nashik, Maharashtra",466.6666666666667
2.0,27.0,1000.0,"Kathe Mala Colony, Dwarka, Nashik, Maharashtra",270.0
2.0,27.0,1000.0,"Kathe Mala Colony, Dwarka, Nashik, Maharashtra",270.0
2.0,35.0,1000.0,"Buddha Vihar, Pathardi Phata, Nashik, Maharashtra",350.0
3.0,50.0,1300.0,"Mahatmanagar, Parijat Nagar, Nashik, Maharashtra",384.61538461538464
2.0,43.0,945.0,Shrichintan,455.02645502645504
3.0,64.0,1663.0,"Rajiv Nagar, Indira Nagar, Nashik, Maharashtra",384.8466626578473
1.0,17.0,510.0,Amrutdhara Apartment,333.3333333333333
2.0,32.0,850.0,Nandanvan,376.47058823529414
2.0,55.0,1300.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",423.0769230769231
1.0,15.5,585.0,"Konark Nagar, Adgaon, Nashik, Maharashtra",264.95726495726495
1.0,17.0,541.0,"Vijaynagar, Deola, Nashik, Maharashtra",314.2329020332717
3.0,60.0,1450.0,"Gangapur, Nashik, Maharashtra",413.7931034482759
1.0,10.5,560.0,"Dattanagar, Kalwan, Nashik, Maharashtra",187.5
2.0,28.0,920.0,United Sharan,304.3478260869565
2.0,63.5,1450.0,"Govind Nagar, Nashik, Maharashtra",437.9310344827586
2.0,65.5,1450.0,"Govind Nagar, Nashik, Maharashtra",451.7241379310345
3.0,125.0,2700.0,"Gangapur, Nashik, Maharashtra",462.962962962963
1.0,16.0,615.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",260.1626016260163
1.0,20.5,605.0,"Nashik, Maharashtra",338.8429752066116
2.0,30.0,760.0,"Manik Nagar, Gangapur Road, Nashik, Maharashtra",394.7368421052632
3.0,49.56,1271.0,Shree Uma Pan,389.9291896144768
1.0,20.0,640.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",312.5
2.0,30.4,950.0,Gurukrupa Heights,320.0
2.0,33.33,890.0,Gajanan Apartment,374.4943820224719
2.0,47.0,1000.0,"Govind Nagar, Nashik, Maharashtra",470.0
2.0,35.0,1140.0,"Swami Samarth Nagar, Mankar Mala, Nashik, Maharashtra",307.0175438596491
1.0,27.0,750.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",360.0
1.0,15.99,541.0,"Satpur, Nashik, Maharashtra",295.5637707948244
1.0,15.0,725.0,Anand Vihar Colony,206.89655172413794
1.0,17.0,560.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",303.57142857142856
2.0,49.0,1000.0,"Govind Nagar, Nashik, Maharashtra",490.0
3.0,75.0,1400.0,"Sadguru Nagar, Satpur, Nashik, Maharashtra",535.7142857142857
2.0,31.0,660.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",469.6969696969697
2.0,55.0,1225.0,"Govind Nagar, Nashik, Maharashtra",448.9795918367347
2.0,27.0,850.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",317.6470588235294
3.0,70.0,1500.0,Nakshtra,466.6666666666667
1.0,14.0,550.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",254.54545454545453
1.0,14.0,550.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",254.54545454545453
1.0,14.0,550.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",254.54545454545453
2.0,26.0,650.0,"Panchavati, Nashik, Maharashtra",400.0
2.0,62.0,1050.0,"College Road, Nashik, Maharashtra",590.4761904761905
1.0,26.5,750.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",353.3333333333333
1.0,16.0,650.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",246.15384615384616
2.0,85.5,1900.0,"Dawkhar Wadi, Devlali, Nashik, Maharashtra",450.0
3.0,99.0,2200.0,Vinayak Residency,450.0
2.0,35.0,790.0,"Deepali Nagar, Indira Nagar, Nashik, Maharashtra",443.0379746835443
1.0,22.0,625.0,"Satpur, Nashik, Maharashtra",352.0
4.0,160.0,2489.0,"Date Nagar, Veer Savarkar Nagar, Nashik, Maharashtra",642.8284451586983
3.0,72.0,1650.0,Prathamaj,436.3636363636364
2.0,28.5,950.0,"Adke Nagar, Devlali, Nashik, Maharashtra",300.0
1.0,19.5,605.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",322.31404958677683
2.0,39.5,995.0,"Vivekanand Nagar, Anandvalli, Nashik, Maharashtra",396.9849246231156
1.0,23.0,730.0,Garden View Apartment,315.06849315068496
2.0,24.5,800.0,"Ekdant Chowk, Cidco, Nashik, Maharashtra, 422008",306.25
1.0,30.0,550.0,"Anand Vihar Colony, Veer Savarkar Nagar, Nashik, Maharashtra",545.4545454545455
1.0,15.0,500.0,"Khutwad Nagar, Cidco, Nashik, Maharashtra",300.0
1.0,20.5,620.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",330.64516129032256
1.0,20.0,650.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",307.6923076923077
1.0,18.0,900.0,"Sinnar, Nashik, Maharashtra",200.0
1.0,15.5,750.0,Sukhkarta Apartment,206.66666666666666
3.0,75.0,1800.0,"Dwarka, Nashik, Maharashtra",416.6666666666667
1.0,17.0,675.0,"Matoshri Nagar, Upnagar, Nashik, Maharashtra",251.85185185185185
1.0,23.5,703.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",334.28165007112375
3.0,55.0,1355.0,"Kamod Nagar, Indira Nagar, Nashik, Maharashtra",405.9040590405904
3.0,45.0,1306.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",344.5635528330781
2.0,35.0,1010.0,Nandan Bagh,346.53465346534654
2.0,43.0,980.0,"Indira Nagar, Nashik, Maharashtra",438.7755102040816
3.0,59.5,1600.0,"Buddha Vihar, Pathardi Phata, Nashik, Maharashtra",371.875
3.0,80.0,1918.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",417.10114702815434
3.0,51.0,1150.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",443.4782608695652
2.0,47.0,1250.0,Shree Sukhakarta Palace,376.0
2.0,50.0,1000.0,"Ganesh Baba Nagar, Wadala, Nashik, Maharashtra",500.0
2.0,50.0,960.0,Royale,520.8333333333334
2.0,25.0,726.0,"Adhav Nagar, Dasak, Nashik, Maharashtra",344.3526170798898
2.0,34.5,848.0,Atharva Heights,406.83962264150944
2.0,34.7,856.0,Atharva Heights,405.3738317757009
1.0,30.7,741.0,Atharva Heights,414.30499325236167
3.0,45.5,1166.0,Atharva Heights,390.2229845626072
2.0,26.5,665.0,Atharva Heights,398.49624060150376
3.0,53.0,1333.0,Atharva Heights,397.5993998499625
3.0,78.9,2060.0,Atharva Heights,383.00970873786406
2.0,44.0,1122.0,Atharva Heights,392.15686274509807
3.0,45.7,1175.0,Atharva Heights,388.93617021276594
2.0,37.7,944.0,Atharva Heights,399.364406779661
2.0,29.25,701.0,Atharva Heights,417.2610556348074
3.0,75.0,1225.0,"Nashik Road, Nashik, Maharashtra",612.2448979591836
2.0,30.99,701.0,Atharva Heights,442.0827389443652
2.0,36.74,856.0,Atharva Heights,429.2056074766355
3.0,50.33,1175.0,Atharva Heights,428.3404255319149
2.0,29.65,665.0,Atharva Heights,445.8646616541353
2.0,36.48,848.0,Atharva Heights,430.18867924528297
3.0,49.96,1166.0,Atharva Heights,428.47341337907375
2.0,57.0,1440.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",395.8333333333333
2.0,48.0,985.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",487.3096446700508
3.0,58.0,1135.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",511.0132158590308
3.0,58.0,1135.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",511.0132158590308
3.0,62.0,1295.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",478.7644787644788
